data_id,name,rarity,restriction_level,img,type_id,sub_type_id,price_last_changed,max_offer_unit_price,min_sale_unit_price,offer_availability,sale_availability,sale_price_change_last_hour,offer_price_change_last_hour
12236,"Black Peppercorn",1,0,"https://render.guildwars2.com/file/54BB5F03AFE3FA75E59F432418A6C7BE9F07EC6A/63315.png",5,0,"2016-11-11 17:41:24 UTC",286,322,94220,47679,0,0
12238,"Head of Lettuce",1,0,"https://render.guildwars2.com/file/F370E14DE5C1FACE91D19F19FD65CD19C5F74F75/63317.png",5,0,"2016-11-11 15:35:17 UTC",10,13,46480,1446954,0,0
12241,"Spinach Leaf",1,20,"https://render.guildwars2.com/file/0E1D68AE260A72F91CCF00239BCA3261B1C5D1A9/63319.png",5,0,"2016-11-11 17:41:24 UTC",184,239,45192,38483,0,0
12243,"Sage Leaf",1,20,"https://render.guildwars2.com/file/CFAEA7F4C824573764E23023940C0B9DAE450854/219410.png",5,0,"2016-11-11 17:41:24 UTC",30,49,7660,53413,-40,-6
12244,"Oregano Leaf",1,20,"https://render.guildwars2.com/file/DB0BBE38079CE5D72C427EE462C0E480E3E9F2C4/63322.png",5,0,"2016-11-11 17:41:24 UTC",70,106,19566,55249,0,0
12246,"Parsley Leaf",1,0,"https://render.guildwars2.com/file/99FCC3355228E746D03250E915A16699B22E2847/219412.png",5,0,"2016-11-11 17:41:24 UTC",336,362,32029,8115,0,0
12247,"Bay Leaf",1,15,"https://render.guildwars2.com/file/4DB7FDDC35DD95F5B0B606F775ED23CE209BA127/63325.png",5,0,"2016-11-11 17:41:24 UTC",9,10,13969,125080,0,0
12248,"Thyme Leaf",1,0,"https://render.guildwars2.com/file/EC13E2DE5F0FD6BBB00B07BA067B2291BE54C64B/219413.png",5,0,"2016-11-11 17:41:24 UTC",254,340,53655,43010,0,0
12250,"Walnut",1,15,"https://render.guildwars2.com/file/ACA9C1764C4BFD7CFEF6661593C307254FA0D6A8/63327.png",5,0,"2016-11-11 17:41:24 UTC",13,17,274197,1026252,0,0
12253,"Strawberry",1,20,"https://render.guildwars2.com/file/FA03EA4891609320A6CE08069EABE7F65465EC09/63330.png",5,0,"2016-11-11 17:41:24 UTC",58,76,47323,308319,0,0
12254,"Raspberry",1,65,"https://render.guildwars2.com/file/06BC637CD223F39DAF93B9D6FC6FA474B13F9E20/63331.png",5,0,"2016-11-11 17:41:24 UTC",49,66,22718,131117,0,0
12255,"Blueberry",1,20,"https://render.guildwars2.com/file/E2DA4E9B994DE9E4382B096907715FF9A2327E28/63332.png",5,0,"2016-11-11 17:41:24 UTC",58,75,77346,406970,0,0
12258,"Cinnamon Stick",1,0,"https://render.guildwars2.com/file/4002E8D94BED056263701A92A606007443665AD7/63335.png",5,0,"2016-11-11 17:41:24 UTC",7,11,164411,3532545,0,0
12260,"Bowl of Simple Chili Base",1,55,"https://render.guildwars2.com/file/28F4ECCC96E1125E6852061B6F9F1DB59DB762E4/219417.png",5,0,"2016-11-09 22:34:02 UTC",1030,1525,6107,2471,0,0
12261,"Bowl of Cherry Pie Filling",1,45,"https://render.guildwars2.com/file/BBA6094B77A5A153D538F80D2B211C0BA072313B/339894.png",5,0,"2016-11-11 17:41:29 UTC",119,162,32655,40160,0,0
12262,"Bowl of Grape Pie Filling",1,40,"https://render.guildwars2.com/file/7CE41580B9980B02E7432B801604A048050B5BCA/339895.png",5,0,"2016-11-11 17:41:29 UTC",62,119,7156,12570,0,0
12263,"Ball of Cookie Dough",1,10,"https://render.guildwars2.com/file/AF3F2D6F56C493802915792C02E1D4635C3E5E7C/63338.png",5,0,"2016-11-11 15:35:17 UTC",235,338,6306,6958,0,0
12267,"Bowl of Roux",1,25,"https://render.guildwars2.com/file/99765676C755D8C0249B53A36807E90B920533A4/63341.png",5,0,"2016-11-11 17:41:29 UTC",188,190,18691,11124,0,0
12268,"Bowl of Cream Soup Base",1,25,"https://render.guildwars2.com/file/380FF9D19DAF095FD62ACBA30D210C6C6F2C1704/63342.png",5,0,"2016-11-11 17:41:29 UTC",1056,1755,7710,2136,0,0
12269,"Bowl of Blueberry Pie Filling",1,15,"https://render.guildwars2.com/file/5BDCE0F805EB5BCE90CB44C7ED6897DB2CC745CD/63343.png",5,0,"2016-11-11 15:35:17 UTC",42,96,22037,27026,0,0
12270,"Bowl of Chocolate Frosting",1,30,"https://render.guildwars2.com/file/933BF2E505682BCD0F475D26E92E9A9C61FCADF6/63344.png",5,0,"2016-11-11 17:41:29 UTC",99,175,7197,12725,0,0
12271,"Bottle of Soy Sauce",1,0,"https://render.guildwars2.com/file/E745C51C0D067B030A6629C80A9B08A4B0146556/63083.png",5,0,"2016-11-11 15:35:17 UTC",3,7,3333,188666,0,0
12272,"Pile of Divinity Fair Herbs",1,35,"https://render.guildwars2.com/file/7925BA4265037EC132D9D1056A9F9D167A705C58/219419.png",5,0,"2016-11-11 06:34:44 UTC",18,25,12917,65325,0,0
12275,"Bottle of Sesame Ginger Sauce",1,45,"https://render.guildwars2.com/file/A9FF23FB2544B52CF5726048637A13A179DE4445/63082.png",5,0,"2016-11-11 03:25:53 UTC",154,403,4792,5317,0,0
12276,"Pile of Paprika",1,25,"https://render.guildwars2.com/file/CB2709B8BADD9CCB324219FE9ED9EA00FC25FEE1/219420.png",5,0,"2016-11-11 15:35:17 UTC",2,9,14131,186116,0,0
12278,"Pile of Simple Chili Seasoning",1,25,"https://render.guildwars2.com/file/0438FA960EC40A4E3AEEAAF718D6DAB5C3AEC4D5/219421.png",5,0,"2016-11-10 22:26:10 UTC",90,140,10957,71531,0,0
12324,"Bag of Starch",1,0,"https://render.guildwars2.com/file/13282DF437062E48247991635590CF53BB340B5E/63361.png",5,0,"2016-11-11 17:41:34 UTC",5,12,2807,77659,0,0
12327,"Clam",1,20,"https://render.guildwars2.com/file/6C2143352D3E0B4B45A3E01CE2FAFAB8D0D77C51/63364.png",5,0,"2016-11-11 17:41:34 UTC",77,105,20310,63735,0,0
12329,"Yam",1,35,"https://render.guildwars2.com/file/A20171F1CF0AD20AB2C0430AF573F09ED8D4CAD3/63366.png",5,0,"2016-11-11 17:41:34 UTC",53,83,21313,59540,0,0
12330,"Zucchini",1,35,"https://render.guildwars2.com/file/DD9CAA539E02CA7A69A42D9398777F0FA7C30D73/63367.png",5,0,"2016-11-11 17:41:34 UTC",7,17,3270,156405,0,0
12331,"Chili Pepper",1,0,"https://render.guildwars2.com/file/B5BDAEC6993B1B3E315B75713B2B04D092A13335/63368.png",5,0,"2016-11-11 17:41:34 UTC",398,430,43805,29113,0,0
12332,"Head of Cabbage",1,35,"https://render.guildwars2.com/file/3343B0E5B72DDDC1432F4C4A629D77F5A03B269E/63369.png",5,0,"2016-10-11 09:53:06 UTC",6,7,1029,718260,0,0
12333,"Kale Leaf",1,35,"https://render.guildwars2.com/file/B27FE2990ADC0B65E7C5A811F9C20DB676EC3305/63370.png",5,0,"2016-11-11 11:41:31 UTC",6,7,114,109470,0,0
12334,"Portobello Mushroom",1,0,"https://render.guildwars2.com/file/47F90A54375129EADD7FA1279BF391B99B4A6A56/63371.png",5,0,"2016-11-11 17:41:34 UTC",19,21,42583,615314,0,0
12335,"Rosemary Sprig",1,35,"https://render.guildwars2.com/file/E063C45CECDC650704194C7B7B5D744E7D54E498/63372.png",5,0,"2016-11-11 17:41:34 UTC",32,44,16921,101037,0,0
12336,"Dill Sprig",1,35,"https://render.guildwars2.com/file/94430706EA3CD40731FACAFA5AB69A74E2211CA8/219432.png",5,0,"2016-11-11 17:41:34 UTC",15,17,53135,51969,0,0
12341,"Grape",1,35,"https://render.guildwars2.com/file/D94408B9276CD9C89521E14166DCE87719676621/63378.png",5,0,"2016-11-11 17:41:34 UTC",29,47,28807,28193,0,0
12342,"Sesame Seed",1,35,"https://render.guildwars2.com/file/CECF11E8402B34C6C1430FEB367CE0E22301457A/219433.png",5,0,"2016-11-11 17:41:34 UTC",1504,1533,16649,10815,0,0
12351,"Orange",1,45,"https://render.guildwars2.com/file/DA6C66091D28B4DCDB16C267FB6FE4F0B2BF2D0F/63380.png",5,0,"2016-11-11 17:41:34 UTC",40,42,22001,59593,0,0
12492,"Sesame Seed Bun",1,40,"https://render.guildwars2.com/file/AB80014DABC1A15709CCEC4E03CEC0492B6BB347/219457.png",5,0,"2016-11-11 15:35:22 UTC",127,348,3588,2670,0,0
12493,"Bowl of Chocolate Cherry Frosting",1,45,"https://render.guildwars2.com/file/C40EAE69EF1318EF12C533CF272B943AEBC630C5/339960.png",5,0,"2016-11-05 23:10:29 UTC",2,3,3843,491262,0,0
12494,"Bowl of Dilled Cream Sauce",1,40,"https://render.guildwars2.com/file/226BD93F5A36EEB6EFAA91B1E8BE7A6F24B6ADA3/219458.png",5,0,"2016-11-11 17:41:48 UTC",774,1258,6823,13220,0,0
12495,"Bowl of Stirfry Base",1,25,"https://render.guildwars2.com/file/A72DAC609B0F932D776B689107B8155EA9246304/219459.png",5,0,"2016-11-11 17:41:48 UTC",2927,3883,6902,3128,0,0
12496,"Pile of Stirfry Spice Mix",1,25,"https://render.guildwars2.com/file/A5DA0704DC0AAB0808F93DA5DAF47BE6EDE9999E/219460.png",5,0,"2016-11-11 17:41:48 UTC",1472,1897,4613,2855,0,0
12497,"Bowl of Chocolate Raspberry Frosting",1,80,"https://render.guildwars2.com/file/A7925AACE56F1057F8770C39496B6907AACA0530/433676.png",5,0,"2016-11-07 21:12:26 UTC",9,13,27804,68276,0,0
12498,"Bowl of Peach Pie Filling",1,80,"https://render.guildwars2.com/file/F096185435CFF7010E6639D6E243EA7F0332DE50/433677.png",5,0,"2016-11-11 15:35:22 UTC",110,167,11459,30162,0,0
12499,"Bowl of Mixed Berry Pie Filling",1,80,"https://render.guildwars2.com/file/FF69CEC01E0F087AEB40474E6095607856A42A4F/433678.png",5,0,"2016-11-11 15:35:22 UTC",87,124,606,12053,0,0
12500,"Bowl of Tarragon Cream Sauce",1,80,"https://render.guildwars2.com/file/549606BDC105C20C0823FF35CF00075B0A1960F2/219462.png",5,0,"2016-11-10 18:29:05 UTC",333,425,3881,896,0,0
12501,"Bowl of Winter Vegetable Mix",1,80,"https://render.guildwars2.com/file/4A6A1AF864594D73E8C43ACB18EA57149523F151/433679.png",5,0,"2016-11-10 16:11:29 UTC",10,12,51872,68358,0,0
12504,"Cayenne Pepper",1,65,"https://render.guildwars2.com/file/0B4DFEC1F0F270F4AE01E854FFF3CC64124C25C9/219466.png",5,0,"2016-11-11 17:41:53 UTC",75,103,20752,102757,0,0
12505,"Asparagus Spear",1,65,"https://render.guildwars2.com/file/693F7207FB74B962DE327E355C18D680E0357965/219467.png",5,0,"2016-11-11 17:41:53 UTC",29,34,14191,35656,0,0
12506,"Tarragon Leaves",1,65,"https://render.guildwars2.com/file/471BB29A5EEA3F96ECC5C9B4282C42407D10B106/219468.png",5,0,"2016-11-11 17:41:53 UTC",10,16,27980,154007,0,0
12507,"Parsnip",1,65,"https://render.guildwars2.com/file/243B97AD9B5B521EA32E55113E60D9386406082A/63383.png",5,0,"2016-11-11 15:35:27 UTC",16,17,6451,94602,0,0
12508,"Leek",1,65,"https://render.guildwars2.com/file/3DA4DD5CC90EA1DEE3427562BF4DA344D776345C/219469.png",5,0,"2016-03-01 19:48:12 UTC",8,9,750,956041,0,0
12509,"Seaweed",1,80,"https://render.guildwars2.com/file/35C6906CCA6A0541383D5AE31E656456DC3418E5/63385.png",5,0,"2016-11-11 17:41:53 UTC",250,319,23709,25837,0,0
12510,"Lotus Root",1,80,"https://render.guildwars2.com/file/2BCA0A07077D3899C3F601AF1FAEFB18C67FB30F/219470.png",5,0,"2016-11-11 15:35:27 UTC",10,11,53,210075,0,0
12511,"Butternut Squash",1,65,"https://render.guildwars2.com/file/D46839D1040447D5E417D848A10DC2B7D8A73493/219471.png",5,0,"2016-11-11 17:41:53 UTC",70,115,27001,26889,0,0
12512,"Artichoke",1,65,"https://render.guildwars2.com/file/3FF00D3CF70B4AB4E117040F541D384302E7D93E/219472.png",5,0,"2016-11-11 17:41:53 UTC",122,123,34382,16334,0,0
12513,"Bowl of Strawberry Pie Filling",1,25,"https://render.guildwars2.com/file/1E2A1B48A36277E3CC6008AD2960411DF6574EAF/219418.png",5,0,"2016-09-08 05:34:24 UTC",1,2,10804,174235,0,0
12519,"Pile of Pumpkin Pie Spice",1,45,"https://render.guildwars2.com/file/FF98B1BF45D9CB955B0500AFE9797F9C49D7A6D5/219404.png",5,0,"2016-11-11 17:41:53 UTC",320,565,5508,6794,0,0
12520,"Bowl of Pumpkin Pie Filling",1,60,"https://render.guildwars2.com/file/431736B23539A6B2355208D2734475FA371CDC0B/219461.png",5,0,"2016-11-11 03:26:04 UTC",216,362,6210,8417,0,0
12521,"Jar of Orange Sauce",1,55,"https://render.guildwars2.com/file/26BF0A1AB04716EAF3B70F4AFF450FA595E2A2A3/219476.png",5,0,"2016-10-26 09:29:06 UTC",3,4,61888,86912,0,0
12523,"Bowl of Orange Coconut Frosting",1,55,"https://render.guildwars2.com/file/170F2704F53FC2785D1EBC67605B145A0D0ACAD7/339962.png",5,0,"2016-11-11 17:41:53 UTC",79,115,3487,39341,0,0
12524,"Bowl of Blackberry Pie Filling",1,60,"https://render.guildwars2.com/file/F63F2B11ABD1A1D9750492BD78B1157266BC71C1/339963.png",5,0,"2016-11-11 17:41:53 UTC",1,14,401,23068,0,0
12525,"Bowl of Eztlitl Stuffing",1,60,"https://render.guildwars2.com/file/E9B2081ABF6C3F9F9604FFD6E66E6DB5E9766879/339964.png",5,0,"2016-11-11 15:35:27 UTC",349,515,2165,681,0,0
12526,"Bowl of Pesto",1,60,"https://render.guildwars2.com/file/C8DEE3580B2AE19455774251B6B325B1D7DCD115/219477.png",5,0,"2016-11-11 11:41:51 UTC",7,9,59589,36848,0,0
12527,"Jar of Mint Sauce",1,60,"https://render.guildwars2.com/file/226BD93F5A36EEB6EFAA91B1E8BE7A6F24B6ADA3/219458.png",5,0,"2016-11-11 06:35:16 UTC",35,60,12537,9408,0,0
12528,"Bowl of Fancy Tangy Sautee Mix",1,60,"https://render.guildwars2.com/file/2917EF724629BD0D401E6E520859C3D10C5E7136/219478.png",5,0,"2016-11-11 17:41:53 UTC",1210,1812,7503,7478,0,0
12529,"Bowl of Risotto Base",1,60,"https://render.guildwars2.com/file/D2C27CF6A3629EC972745F6406569F1A9D6A2624/219479.png",5,0,"2016-11-11 06:35:16 UTC",770,1402,3192,638,0,0
12530,"Jar of Citrus Cream Sauce",1,60,"https://render.guildwars2.com/file/08CFF001CFB701540B9F384D55EFA24FFCAA19F5/219480.png",5,0,"2016-11-11 11:41:51 UTC",6,19,43708,31499,0,0
12531,"Coriander Seed",1,45,"https://render.guildwars2.com/file/B90C503BF3B83A3AD34533D3A5DE634B1CFF1D72/219481.png",5,0,"2016-11-11 17:41:53 UTC",208,387,17948,36288,0,0
12532,"Head of Cauliflower",1,45,"https://render.guildwars2.com/file/327E15CA0B5D069908C8F96E0AA335140BD302CD/219482.png",5,0,"2016-10-17 20:45:25 UTC",7,8,1336,506920,0,0
12533,"Green Onion",1,45,"https://render.guildwars2.com/file/DB03DC50A5BA020811221B04D1D4FB3957F81512/63389.png",5,0,"2016-10-28 18:39:33 UTC",8,8,0,2012407,0,0
12534,"Clove",1,45,"https://render.guildwars2.com/file/959295E70911D30D9EE9973FA7A097BA55F40AAF/219483.png",5,0,"2016-11-11 17:41:53 UTC",288,290,32528,23525,0,0
12535,"Rutabaga",1,45,"https://render.guildwars2.com/file/900364553607A5BCA06370F8B320B00A0A19ABD7/63390.png",5,0,"2016-11-11 17:41:53 UTC",16,19,105762,28888,0,0
12536,"Mint Leaf",1,45,"https://render.guildwars2.com/file/2D0726C61FBA172F6B96E3BF91420ACED83FB554/219484.png",5,0,"2016-11-11 17:41:53 UTC",21,43,11529,77938,0,0
12537,"Blackberry",1,45,"https://render.guildwars2.com/file/EB324BCF05D270CAFE77C132BA97E2FA2DEF4B0E/219485.png",5,0,"2016-11-11 17:41:53 UTC",20,27,16572,158105,0,0
12538,"Sugar Pumpkin",1,45,"https://render.guildwars2.com/file/6ED9FE4CB6DCDA7F542718507DC33305FDD9A62C/63386.png",5,0,"2016-11-11 09:22:08 UTC",13,14,37607,145109,0,0
12539,"Bowl of Mango Pie Filling",1,80,"https://render.guildwars2.com/file/D8170B02AAAE8061C7FEA397B9AEFB926A4F0EBA/433680.png",5,0,"2016-11-11 03:26:04 UTC",19,24,2115,20872,0,0
12540,"Bowl of Omnomberry Pie Filling",1,80,"https://render.guildwars2.com/file/2C6C0B6FAB5029E2459B0DB93D0B5D20A8E6EFDF/433681.png",5,0,"2016-11-10 16:11:34 UTC",108,121,2152,3387,0,0
12541,"Bowl of Chocolate Omnomberry Frosting",1,80,"https://render.guildwars2.com/file/F16B94C9EF0A2F15F1559263F39FDFB44AE2EAFC/433682.png",5,0,"2016-11-11 17:41:53 UTC",125,149,2349,7621,0,0
12542,"Jar of Red Curry Paste",1,80,"https://render.guildwars2.com/file/A10E77B83A7BACC6D83A051D40F2F31AC42ADCCE/219486.png",5,0,"2016-11-11 15:35:27 UTC",2450,3999,3475,1079,0,0
12544,"Ghost Pepper",1,80,"https://render.guildwars2.com/file/01051F0458C052BF08916A555273FF6145592FE6/219488.png",5,0,"2016-11-11 17:41:53 UTC",132,133,49117,93182,2,0
12545,"Orrian Truffle",1,80,"https://render.guildwars2.com/file/0AF0FD06192106D5D9C73A35A3E364CE6B4A1FC0/219489.png",5,0,"2016-11-11 17:41:53 UTC",933,964,16312,6983,0,0
12546,"Lemongrass",1,80,"https://render.guildwars2.com/file/DF5612F93A11DB5F53FECA523F50D15DBF5A9AA5/219490.png",5,0,"2016-11-11 17:41:58 UTC",678,995,27684,21962,0,0
12547,"Saffron Thread",1,80,"https://render.guildwars2.com/file/FE1C9BB06AF7E83EDCBD655B030EB8EC00CBD350/219491.png",5,0,"2016-11-11 17:41:58 UTC",312,362,21006,20783,0,0
12806,"Copper Hook",1,0,"https://render.guildwars2.com/file/937808956C97A2B86366FA625E16C19CC050599A/63391.png",5,0,"2016-11-11 17:42:23 UTC",204,340,2162,1594,0,0
12807,"Gold Hook",1,0,"https://render.guildwars2.com/file/062715067FF243E2FFE26011A1CCE53F6115CF74/219494.png",5,0,"2016-11-10 22:26:25 UTC",199,319,3399,3941,0,0
12808,"Mithril Hook",1,0,"https://render.guildwars2.com/file/150169E128399268B770AF420607F0B65AB8A0F3/219495.png",5,0,"2016-11-11 17:42:23 UTC",89,100,1947,3074,0,0
12809,"Orichalcum Hook",1,0,"https://render.guildwars2.com/file/3CC4E23004C5BAB9D0CCDAB10C47E8E86098F6D9/219496.png",5,0,"2016-11-11 15:35:37 UTC",750,1172,1880,1811,0,0
12810,"Platinum Hook",1,0,"https://render.guildwars2.com/file/58FABBC61DCF22DA54263BA6016E040612BC1AD2/219497.png",5,0,"2016-11-11 17:42:23 UTC",636,932,2974,614,0,0
12811,"Silver Hook",1,0,"https://render.guildwars2.com/file/7472449776AA61ABABA4FB3867F354DB5955E2EE/63392.png",5,0,"2016-11-10 22:26:25 UTC",59,99,2954,4027,0,0
12812,"Copper Setting",1,0,"https://render.guildwars2.com/file/C9770B0DECDB1B214CB5024942B20506C41D0B68/63393.png",5,0,"2016-11-11 17:42:23 UTC",226,396,5376,2752,0,0
12813,"Gold Setting",1,0,"https://render.guildwars2.com/file/D6050A4E14C22D9837F934D84034EC6C72D8D2BE/219498.png",5,0,"2016-11-10 18:29:43 UTC",151,293,5056,4521,0,0
12814,"Mithril Setting",1,0,"https://render.guildwars2.com/file/EAA5A0126AEFCF9702F4DD41A3DB27AAAC1C48D9/219499.png",5,0,"2016-11-11 15:35:37 UTC",80,264,1965,2724,0,0
12815,"Orichalcum Setting",1,0,"https://render.guildwars2.com/file/DD02B907A499D37F9A6562EFC2FF0E642FE193A7/219500.png",5,0,"2016-11-11 17:42:23 UTC",1221,2119,767,1966,0,0
